Date,Close,Predicted_Close
2023-06-20,438.079987,424.45093
2023-06-21,430.450012,432.62692
2023-06-22,430.25,432.65063
2023-06-23,422.089996,434.5237
2023-06-26,406.320007,435.7864
2023-06-27,418.76001,429.94836
2023-06-28,411.170013,425.44278
2023-06-29,408.220001,418.8029
2023-06-30,423.019989,414.5927
2023-07-03,424.130005,418.38278
2023-07-05,423.170013,417.06683
2023-07-06,421.029999,420.30676
2023-07-07,425.029999,426.63812
2023-07-10,421.799988,426.69742
2023-07-11,424.049988,426.15683
2023-07-12,439.019989,426.45074
2023-07-13,459.769989,429.4578
2023-07-14,454.690002,433.2058
2023-07-17,464.609985,442.24258
2023-07-18,474.940002,454.98254
2023-07-19,470.769989,464.82922
2023-07-20,455.200012,466.75916
2023-07-21,443.089996,471.55844
2023-07-24,446.119995,470.82877
2023-07-25,456.790009,462.76477
2023-07-26,454.519989,454.02338
2023-07-27,459.0,451.6898
2023-07-28,467.5,456.36096
2023-07-31,467.290009,461.74637
2023-08-01,465.070007,463.6047
2023-08-02,442.690002,467.20233
2023-08-03,445.149994,468.3997
2023-08-04,446.799988,463.82184
2023-08-07,454.170013,456.99594
2023-08-08,446.640015,449.0464
2023-08-09,425.540009,450.70172
2023-08-10,423.880005,450.31522
2023-08-11,408.549988,446.77332
2023-08-14,437.529999,436.39917
2023-08-15,439.399994,426.79282
2023-08-16,434.859985,426.85114
2023-08-17,433.440002,428.94016
2023-08-18,432.98999,440.77478
2023-08-21,469.670013,440.8764
2023-08-22,456.679993,441.35437
2023-08-23,471.160004,446.5657
2023-08-24,471.630005,456.25507
2023-08-25,460.179993,470.21597
2023-08-28,468.350006,468.35724
2023-08-29,487.839996,473.7379
2023-08-30,492.640015,473.8661
2023-08-31,493.549988,475.50177
2023-09-01,485.089996,485.48468
2023-09-05,485.480011,494.52692
2023-09-06,470.609985,494.90848
2023-09-07,462.410004,491.3107
2023-09-08,455.720001,484.25708
2023-09-11,451.779999,477.7967
2023-09-12,448.700012,467.44186
2023-09-13,454.850006,461.16138
2023-09-14,455.809998,457.1716
2023-09-15,439.0,455.3558
2023-09-18,439.660004,454.60052
2023-09-19,435.200012,454.3496
2023-09-20,422.390015,449.1244
2023-09-21,410.170013,439.95898
2023-09-22,416.100006,435.6438
2023-09-25,422.220001,428.38397
2023-09-26,419.109985,420.85602
2023-09-27,424.679993,418.4505
2023-09-28,430.890015,422.87573
2023-09-29,434.98999,426.2084
2023-10-02,447.820007,428.3954
2023-10-03,435.170013,434.15625
2023-10-04,440.410004,439.37103
2023-10-05,446.880005,443.25745
2023-10-06,457.619995,446.7067
2023-10-09,452.730011,444.9377
2023-10-10,457.980011,450.75278
2023-10-11,468.059998,456.52637
2023-10-12,469.450012,461.48187
2023-10-13,454.609985,462.56296
2023-10-16,460.950012,466.89203
2023-10-17,439.380005,468.8302
2023-10-18,421.959991,463.78128
2023-10-19,421.01001,453.9171
2023-10-20,413.869995,446.70056
2023-10-23,429.75,432.00262
2023-10-24,436.630005,424.6334
2023-10-25,417.790009,425.11072
2023-10-26,403.26001,426.05112
2023-10-27,405.0,430.14294
2023-10-30,411.609985,425.09647
2023-10-31,407.799988,413.58414
2023-11-01,423.25,409.23196
2023-11-02,435.059998,412.9237
2023-11-03,450.049988,418.84454
2023-11-06,457.51001,425.5388
2023-11-07,459.549988,439.05728
2023-11-08,465.73999,450.23236
2023-11-09,469.5,459.8023
2023-11-10,483.350006,465.38623
2023-11-13,486.200012,470.08316
2023-11-14,496.559998,476.8707
2023-11-15,488.880005,483.81845
2023-11-16,494.799988,491.85593
2023-11-17,492.980011,495.21124
2023-11-20,504.089996,498.485
2023-11-21,499.440002,497.55435
2023-11-22,487.160004,500.78775
2023-11-24,477.76001,501.1476
2023-11-27,482.420013,501.4729
2023-11-28,478.209991,494.45163
2023-11-29,481.399994,487.05804
2023-11-30,467.700012,483.64798
2023-12-01,467.649994,483.72107
2023-12-04,455.100006,480.06378
2023-12-05,465.660004,476.48102
2023-12-06,455.029999,469.06055
2023-12-07,465.959991,466.57306
2023-12-08,475.059998,463.70352
2023-12-11,466.269989,467.5495
2023-12-12,476.570007,467.4945
2023-12-13,480.880005,474.2296
2023-12-14,483.5,477.76953
2023-12-15,488.899994,478.30844
2023-12-18,500.769989,485.19553
2023-12-19,496.040009,489.70038
2023-12-20,481.109985,493.7642
2023-12-21,489.899994,497.61285
2023-12-22,488.299988,499.19272
2023-12-26,492.790009,494.34488
2023-12-27,494.170013,490.83792
2023-12-28,495.220001,495.02133
2023-12-29,495.220001,496.0325
2024-01-02,481.679993,498.16037
2024-01-03,475.690002,497.69577
2024-01-04,479.980011,495.2483
2024-01-05,490.970001,490.79178
2024-01-08,522.530029,485.9127
2024-01-09,531.400024,489.7203
2024-01-10,543.5,501.67874
2024-01-11,548.219971,518.4941
2024-01-12,547.099976,536.9028
2024-01-16,563.820007,545.3896
2024-01-17,560.530029,553.00775
2024-01-18,571.070007,557.66797
2024-01-19,594.909973,563.1109
2024-01-22,596.539978,573.13257
2024-01-23,598.72998,579.40906
2024-01-24,613.619995,591.6636
2024-01-25,616.169983,603.73346
2024-01-26,610.309998,607.80475
2024-01-29,624.650024,613.3904
2024-01-30,627.73999,620.5225
2024-01-31,615.27002,622.37866
2024-02-01,630.27002,624.02924
2024-02-02,661.599976,630.68646
2024-02-05,693.320007,634.58026
2024-02-06,682.22998,641.97577
2024-02-07,700.98999,662.36365
2024-02-08,696.409973,683.6907
2024-02-09,721.330017,696.8098
2024-02-12,722.47998,699.1077
2024-02-13,721.280029,709.7544
2024-02-14,739.0,715.5901
2024-02-15,726.580017,726.7941
2024-02-16,726.130005,728.9416
2024-02-20,694.52002,730.4725
2024-02-21,674.719971,730.6991
2024-02-22,785.380005,721.25397
2024-02-23,788.169983,718.1289
2024-02-26,790.919983,719.6905
2024-02-27,787.01001,743.8266
2024-02-28,776.630005,787.6382
2024-02-29,791.119995,788.3084
2024-03-01,822.789978,788.505
2024-03-04,852.369995,789.96185
2024-03-05,859.640015,797.99475
2024-03-06,887.0,818.49854
2024-03-07,926.690002,842.89575
2024-03-08,875.280029,862.37
2024-03-11,857.73999,874.3366
2024-03-12,919.130005,886.5798
2024-03-13,908.880005,889.3477
2024-03-14,879.440002,874.29706
2024-03-15,878.369995,880.0425
2024-03-18,884.549988,895.14404
2024-03-19,893.97998,884.19354
2024-03-20,903.719971,875.0479
2024-03-21,914.349976,878.8426
2024-03-22,942.890015,886.68225
2024-03-25,950.02002,896.78876
2024-03-26,925.609985,907.6514
2024-03-27,902.5,917.5893
2024-03-28,903.559998,917.5893
